Player Name,Date,Pitch ID,Pitch Type,Speed,Spin,Spin Efficiency (release),Spin Axis,VB (trajectory),HB (trajectory),Horizontal Angle,Release Angle,Release Height,Release Side,Gyro Degree (deg),Release Extension (ft),x0,y0,z0,Vx0 (f/s),Vy0 (f/s),Vz0 (f/s),ax0 (ft/s^2),ay0 (ft/s^2),az0 (ft/s^2),Serial Number,Note,Environment,Mode,Video Url,Unique ID,Device Serial Number,Horizontal Approach Angle,Vertical Approach Angle,Session Name,Intent Type
takayama yota,Sun Jun 21 2026 4:31:44 AM,1782016304,Slider,107.46,1859.85,34.72,7:36,-13.4,-10.9,-2,3.57,1.48,0.78,69.68,1.4401798,-0.74,15.67,1.56,1.06,-29.6,1.43,0.51,4.01,-9.51,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/a7f6841d-35bc-4af6-b700-af18a685f1ed.mp4,1581092@1782016304,RCE20ZDCO26R,-,-,untitled,-
takayama yota,Sun Jun 21 2026 4:32:03 AM,1782016323,CurveBall,101.63,1688.33,50.36,6:32,-28.7,-17.7,-4.32,0.67,1.5,0.68,59.76,1.6020012,-0.59,15.67,1.5,2.15,-28,-0.14,0.68,3.71,-11.32,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/bbbb07d7-3eb2-4851-8ade-30382fec21d3.mp4,1581092@1782016323,RCE20ZDCO26R,-,-,untitled,-
takayama yota,Sun Jun 21 2026 4:32:29 AM,1782016349,CurveBall,97.24,1533.46,56.81,6:50,-29.8,-15.3,-1,6.3,1.52,0.72,55.38,1.4223518,-0.69,15.67,1.65,0.5,-26.57,2.45,0.6,5.4,-10.22,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/259492ee-82d9-4238-9a07-ea4b901db946.mp4,1581092@1782016349,RCE20ZDCO26R,-,-,untitled,-
takayama yota,Sun Jun 21 2026 4:32:49 AM,1782016369,CurveBall,97.57,1456.15,73.49,6:46,-37.8,-18.2,-1.4,4.07,1.5,0.67,42.7,1.5439396,-0.64,15.67,1.58,0.7,-26.79,1.41,0.74,5.1,-11.21,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/deb5aba8-62e3-46b0-8fd1-b45765275ed3.mp4,1581092@1782016369,RCE20ZDCO26R,-,-,untitled,-
takayama yota,Sun Jun 21 2026 4:33:16 AM,1782016396,フォーク,106.97,1200.69,96.45,1:16,37.4,36.2,-2.96,-0.42,1.5,0.76,15.31,1.6867561,-0.7,15.67,1.49,1.44,-29.49,-0.49,-2.43,5,-7.53,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/29313a0b-af29-4537-9a2d-0e0529cd8e4f.mp4,1581092@1782016396,RCE20ZDCO26R,-,-,untitled,-
takayama yota,Sun Jun 21 2026 4:33:41 AM,1782016421,フォーク,107.19,1223.13,95.29,1:12,34.8,45.1,-1.96,1.39,1.52,0.69,17.66,0,-0.65,15.67,1.55,0.88,-29.5,0.38,-2.74,4.88,-6.75,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/30bebeb8-0b2e-4ae2-a2da-1d55fdda26ec.mp4,1581092@1782016421,RCE20ZDCO26R,-,-,untitled,-
takayama yota,Sun Jun 21 2026 4:34:04 AM,1782016444,フォーク,106.27,968.4,90.72,1:14,31.3,23,-4.09,0.12,1.49,0.73,24.88,1.7805977,-0.67,15.67,1.49,2.05,-29.31,-0.2,-1.69,4,-7.87,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/2cdcbf0f-7db0-4351-aadb-370fbcd69395.mp4,1581092@1782016444,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:50:31 AM,1782017431,Fastball,116.44,1735.27,97.21,1:32,37,46.1,-3.26,1.73,1.56,0.46,-13.57,1.8648224,-0.41,15.67,1.58,1.74,-32.14,0.8,-3.68,5.01,-6.09,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/30bd0d37-c37a-4ff0-9ba1-3e3922153621.mp4,1463242@1782017431,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:50:47 AM,1782017447,Fastball,118.46,1765.66,98.46,1:26,39.4,44.1,-2.92,0.8,1.57,0.5,-10.08,1.7516689,-0.45,15.67,1.58,1.56,-32.69,0.26,-3.59,5.62,-6.47,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/015bf846-379e-44be-8126-107e0e371c85.mp4,1463242@1782017447,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:51:05 AM,1782017465,Fastball,113.66,1720.65,97.18,1:46,31.7,45.7,-2.27,2.16,1.48,0.56,13.65,1.8765335,-0.53,15.67,1.51,1.15,-31.4,1.01,-3.4,4.55,-6.59,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/07314925-ce25-48f1-bc51-d5152011ff8b.mp4,1463242@1782017465,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:51:20 AM,1782017480,Fastball,119.02,1842.18,98.79,1:20,41.8,50.7,-3.33,0.74,1.56,0.48,-8.91,1.878109,-0.43,15.67,1.57,1.81,-32.82,0.24,-4.21,6.67,-6.87,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/f4310aa2-3479-4204-ac1d-d260315e9727.mp4,1463242@1782017480,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:51:45 AM,1782017505,Fastball,116.9,1768.1,99.61,1:12,44.6,43.8,-3.48,0.61,1.54,0.51,5.08,1.7941208,-0.45,15.67,1.55,1.87,-32.27,0.16,-3.53,4.52,-6.08,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/ed338edb-5a25-443c-802a-70ef4e796377.mp4,1463242@1782017505,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:52:08 AM,1782017528,Quick Fastball,119.49,1699.12,99.69,1:28,36.1,34.2,-2.79,0.88,1.46,0.51,4.55,0,-0.49,15.67,1.47,1.57,-33.02,0.36,-3.06,8.14,-9.62,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/0615d8ba-82e6-4dec-82b3-71aaa5b3cd8c.mp4,1463242@1782017528,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:52:38 AM,1782017558,Quick Fastball,118.14,1768.43,99.31,1:34,38.3,49.9,-3.57,-0.88,1.5,0.51,-6.74,1.6536884,-0.45,15.67,1.48,1.91,-32.55,-0.71,-4.02,5.87,-6.24,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/cdbdab00-da7f-434f-9d58-d816ff40df61.mp4,1463242@1782017558,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:53:02 AM,1782017582,Quick Fastball,117.78,1794.85,98.39,1:32,38.6,51.2,-2.04,1.34,1.53,0.51,-10.29,1.7111816,-0.47,15.67,1.55,1.03,-32.55,0.61,-3.99,4.36,-5.02,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/47efb10a-0b39-4f09-8ac1-c7e8b3a13f72.mp4,1463242@1782017582,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:53:23 AM,1782017603,CurveBall,92.88,1506.15,37.54,7:42,-12.7,-31.6,-0.78,4.7,1.41,0.46,67.95,2.013939,-0.45,15.67,1.47,0.39,-25.58,1.82,1.4,4.34,-10.07,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/b3984b16-1894-43c3-8381-bf8a4bb1bd1c.mp4,1463242@1782017603,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:53:40 AM,1782017620,CurveBall,93.2,1683.41,47.11,7:58,-13.5,-29.3,1.25,5.58,1.48,0.53,61.9,1.7134514,-0.55,15.67,1.57,-0.5,-25.6,2.16,1.41,3.85,-8.78,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/a62bd5a1-fdcf-4b34-a2fc-9b9adcaa8676.mp4,1463242@1782017620,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:54:17 AM,1782017657,CurveBall,93.94,1550.18,39.11,7:38,-14,-28.5,-1.62,4.43,1.42,0.52,66.98,2.0278816,-0.5,15.67,1.48,0.77,-25.88,1.7,1.21,4.54,-11.04,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/a0faf58a-4ebe-4dd7-8795-f6874cdae65d.mp4,1463242@1782017657,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:54:44 AM,1782017684,Slider,94.62,1573.4,37.49,7:58,-10.8,-34.3,-2.01,2.49,1.35,0.48,67.98,1.8966675,-0.45,15.67,1.39,0.97,-26.11,0.79,1.51,3.98,-10.44,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/765007a2-e02a-426b-9f17-2c25e9283772.mp4,1463242@1782017684,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:55:16 AM,1782017716,Slider,96.8,1695.67,47.86,8:10,-11,-41.8,0.1,3.08,1.38,0.59,61.41,1.8241634,-0.59,15.67,1.43,0.02,-26.65,1.09,2,5.68,-10.07,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/539a3bf2-3c30-49a9-9121-2e5848749749.mp4,1463242@1782017716,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:55:36 AM,1782017736,Slider,95.86,1678.53,49.75,8:08,-11.8,-40.7,-0.12,3.9,1.4,0.54,60.16,1.883276,-0.54,15.67,1.45,0.12,-26.38,1.49,1.9,5.66,-9.64,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/c687112b-1b73-47de-b94e-ea31ab762496.mp4,1463242@1782017736,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:56:03 AM,1782017763,フォーク,98.26,517.38,94.7,2:48,2.8,29.7,-2.84,2.37,1.48,0.54,18.74,1.9552174,-0.5,15.67,1.51,1.3,-27.07,0.88,-1.77,5.54,-8.43,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/435ba316-4001-44e2-89a1-eb554601bb56.mp4,1463242@1782017763,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:56:23 AM,1782017783,フォーク,99.37,607.53,55.75,2:34,4,19.6,-3.95,2.67,1.5,0.53,56.12,1.7045612,-0.45,15.67,1.54,1.85,-27.32,0.92,-1.33,4.83,-9.43,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/c089b215-6980-4203-ba72-f61c1c511f1d.mp4,1463242@1782017783,RCE20ZDCO26R,-,-,untitled,-
Fukumoto Souma,Sun Jun 21 2026 4:56:40 AM,1782017800,フォーク,98.26,528.66,57.5,2:36,3.6,12.4,-3.24,2.33,1.5,0.5,54.9,1.9885693,-0.46,15.67,1.53,1.51,-27.09,0.83,-0.91,4.89,-9.85,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/4ce67603-da87-4410-b069-f2b275888eb4.mp4,1463242@1782017800,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:34:46 AM,1782020086,Fastball,114.69,1853.68,95.7,12:28,54.7,5.8,-1.87,-2.34,1.67,0.47,-16.86,1.6882343,-0.44,15.67,1.62,1.02,-31.63,-1.51,-0.59,5.41,-6.11,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/d523fdf8-3c30-4697-9d20-8bac7a0fcb23.mp4,1463245@1782020086,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:35:14 AM,1782020114,Fastball,114.86,1849.45,99.51,12:36,53.9,10.8,-2.64,-0.57,1.71,0.5,-5.68,1.8024998,-0.46,15.67,1.69,1.44,-31.69,-0.51,-1.03,5.83,-6.13,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/5711eb24-adfe-4e4e-93d5-b4dcc48f5dc7.mp4,1463245@1782020114,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:35:32 AM,1782020132,Fastball,113.4,1840.76,99.24,12:30,52.3,11.3,-1.43,-1.16,1.66,0.44,-7.05,0,-0.44,15.67,1.67,0.79,-31.52,-0.59,-1.05,5.16,-5.85,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/159ee332-cd0e-4314-bf79-a11190ebd810.mp4,1463245@1782020132,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:35:48 AM,1782020148,Fastball,114.77,1791.22,98.73,12:32,54.1,14.4,-1.46,0.43,1.69,0.5,-9.13,1.6471062,-0.47,15.67,1.69,0.77,-31.67,0.03,-1.14,5.68,-6.02,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/3f3fe9e7-f7d9-4703-b274-e60a47fa6221.mp4,1463245@1782020148,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:36:07 AM,1782020167,Fastball,113.66,1871.54,99.64,12:30,52.5,19.8,-2.72,-1.46,1.68,0.4,-4.86,0,-0.4,15.67,1.68,1.51,-31.55,-0.78,-1.85,5.49,-4.91,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/7ead773c-f2fb-43f9-9569-72580c77ad3e.mp4,1463245@1782020167,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:36:30 AM,1782020190,Quick Fastball,114.38,1818.11,97.45,12:24,52.9,8.9,-0.86,0.25,1.69,0.53,-12.96,1.9666805,-0.52,15.67,1.69,0.46,-31.61,-0.06,-0.72,6.36,-7.79,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/f1b5f842-0a35-4701-99c4-8be4b69b340d.mp4,1463245@1782020190,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:36:53 AM,1782020213,Quick Fastball,110.88,1861.95,99.73,12:32,52.6,29.5,-3.29,-1.44,1.71,0.48,-4.19,0,-0.46,15.67,1.7,1.74,-30.69,-0.83,-2.42,5.11,-5.49,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/aa576304-569e-4ae9-82cc-bd55fabc8ee3.mp4,1463245@1782020213,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:37:14 AM,1782020234,Quick Fastball,112.93,1750.86,99.92,12:36,56.6,27.3,-2,-1.12,1.73,0.56,-2.32,1.3808784,-0.51,15.67,1.69,1.01,-31.11,-0.83,-1.95,5.24,-4.94,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/3be08088-eb55-457a-b9c4-82b60d407a0e.mp4,1463245@1782020234,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:37:39 AM,1782020259,CurveBall,93.44,1412.48,64.42,6:20,-33.6,24.4,-5.11,0.55,1.68,0.51,49.9,0,-0.56,15.67,1.67,2.35,-25.95,0.5,-1.78,4.51,-11.33,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/0d05f1e2-6bb5-429a-93f6-8181f2e51a76.mp4,1463245@1782020259,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:38:15 AM,1782020295,CurveBall,96.04,1469.4,91.1,4:28,-36.9,-1.6,-2.25,4.84,1.66,0.56,-24.36,1.7832222,-0.52,15.67,1.74,1.04,-26.38,1.81,-0.12,4.89,-11.84,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/d26a1ad1-94ce-426c-ae98-df372128e3a8.mp4,1463245@1782020295,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:38:58 AM,1782020338,CurveBall,90.76,1260.68,66.58,6:16,-32.9,-12,-0.83,6.47,1.72,0.53,48.26,0,-0.52,15.67,1.79,0.37,-24.93,2.55,0.46,4.71,-11.66,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/146e3cdf-4b51-429b-91ec-66cb4fde5950.mp4,1463245@1782020338,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:39:25 AM,1782020365,フォーク,101.22,617.84,53.05,3:44,-6.3,-4.9,-2.66,1.32,1.74,0.45,57.96,0,-0.43,15.67,1.75,1.31,-28,0.46,0.1,4.02,-10.28,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/ae11747b-03bb-4973-922e-49240f8cf593.mp4,1463245@1782020365,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:39:50 AM,1782020390,フォーク,101.37,534.54,69.2,3:08,-1.5,22.5,-2.84,4.05,1.67,0.49,46.21,1.7825375,-0.44,15.67,1.73,1.34,-27.88,1.62,-1.45,4.85,-10.4,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/9230c169-83f8-4fa4-8f55-66d8787aa803.mp4,1463245@1782020390,RCE20ZDCO26R,-,-,untitled,-
Kaizu Yuya,Sun Jun 21 2026 5:40:10 AM,1782020410,フォーク,99.33,431.83,59.19,2:08,9.3,-10.4,-2.58,2.55,1.68,0.55,53.71,1.7259865,-0.5,15.67,1.72,1.25,-27.34,0.89,0.3,5.09,-8.99,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/18d97c9f-4db0-4f92-aa90-164936ba2f2e.mp4,1463245@1782020410,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:22:47 AM,1782022967,Fastball,122.51,1962.87,90.91,12:48,48.5,37.8,-3.62,-1.33,1.73,0.37,24.63,1.5971355,-0.3,15.67,1.7,2.03,-33.74,-0.98,-3.36,6.3,-5.55,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/d7df5967-e1ba-4328-b387-45f38f6330e8.mp4,1453384@1782022967,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:23:08 AM,1782022988,Fastball,121.76,1966.02,91.47,12:56,46.8,42.1,-2.68,-1.15,1.71,0.4,23.84,1.6796227,-0.35,15.67,1.68,1.46,-33.55,-0.84,-3.57,6.95,-5.01,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/617160ba-34d2-4d89-b25f-8782b20b42f0.mp4,1453384@1782022988,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:23:27 AM,1782023007,Fastball,121.63,2040.5,89.38,12:54,46.1,24.3,-1.75,1.35,1.71,0.39,26.64,1.7180061,-0.36,15.67,1.74,0.97,-33.55,0.64,-2.08,6.74,-5.11,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/78e605d4-0bd8-4d25-9814-995bb94b6b53.mp4,1453384@1782023007,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:23:44 AM,1782023024,Fastball,118.63,1958.53,86.44,12:50,42.1,20.6,-1.01,-1.16,1.64,0.36,30.19,0,-0.39,15.67,1.66,0.7,-33.26,-0.27,-2.34,6.34,-8.04,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/7ba3d4cd-e24e-42e6-b509-6fd8c27da868.mp4,1453384@1782023024,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:24:02 AM,1782023042,Fastball,120.41,2066.99,89.09,12:44,48.9,25.7,-2.31,-1.47,1.71,0.36,27.01,1.7194405,-0.32,15.67,1.68,1.28,-33.21,-0.99,-2.22,6.27,-4.28,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/44c23bed-0e22-4487-b25d-d0e032c6091c.mp4,1453384@1782023042,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:24:24 AM,1782023064,Quick Fastball,122.12,2023.07,90.58,12:38,48.2,14.6,-0.54,2.54,1.66,0.34,25.07,1.893446,-0.34,15.67,1.7,0.29,-33.7,1.36,-1.22,7.11,-5.44,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/33a9b8aa-b8c4-4152-bd70-8c5f64e01a13.mp4,1453384@1782023064,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:24:47 AM,1782023087,Quick Fastball,120.1,1980.63,89.06,12:46,46.8,21.1,-2.92,0.85,1.66,0.31,27.06,1.8053474,-0.26,15.67,1.67,1.64,-33.13,0.33,-1.94,6.4,-5.81,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/85f714f1-4042-4df6-afb9-1ee08c4da76a.mp4,1453384@1782023087,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:25:06 AM,1782023106,Quick Fastball,121.86,1959.62,90.97,12:48,44,29,-2.31,0.5,1.67,0.42,24.54,0,-0.34,15.67,1.68,1.21,-33.42,0.01,-2.21,6.06,-4.23,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/4b0f48b7-2832-4e1b-8d80-9e16fd4a953e.mp4,1453384@1782023106,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:25:31 AM,1782023131,CurveBall,95.57,2019.54,72.17,6:50,-38.4,-56.6,-1.65,4.26,1.63,0.4,43.8,0,-0.35,15.67,1.72,0.89,-26.17,1.36,2.31,5.43,-11.17,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/ef13384c-b100-45f1-bd02-9ca97c2586bb.mp4,1453384@1782023131,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:27:23 AM,1782023243,CurveBall,94.03,2026.21,69.74,8:18,-14.3,-38,-1.5,3.9,1.76,0.42,45.79,0,-0.43,15.67,1.72,0.64,-26.15,2.03,1.98,5.06,-12.29,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/869f7590-9c2c-436a-b4c3-f6c0ab4fc395.mp4,1453384@1782023243,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:27:38 AM,1782023258,CurveBall,90.67,1693.99,83.83,5:46,-49.4,-42,0.18,4.68,1.64,0.39,33.04,1.9553356,-0.39,15.67,1.7,-0.02,-24.97,1.71,1.85,3.98,-10.7,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/99b61929-0b7f-43bf-b15e-e0b32a2eb014.mp4,1453384@1782023258,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:28:01 AM,1782023281,Slider,99.99,1953.34,62.97,8:04,-17.5,-42.1,-1.56,4.24,1.54,0.49,50.98,1.8579998,-0.47,15.67,1.6,0.82,-27.49,1.69,1.98,6.08,-11.19,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/28e9b8ff-085e-43a3-9ca3-c4886f309b7f.mp4,1453384@1782023281,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:28:17 AM,1782023297,Slider,98.15,1916.98,61.4,7:52,-20.1,-54,-0.22,5.21,1.61,0.46,52.12,1.8282928,-0.45,15.67,1.69,0.19,-26.95,2.15,2.63,5.71,-9.51,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/02b01e2b-dc81-4870-aebd-a109f3d12dd9.mp4,1453384@1782023297,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:28:33 AM,1782023313,Slider,98.46,2071.01,64.26,8:06,-18,-39.8,-0.23,5.81,1.63,0.47,50.01,1.6466236,-0.47,15.67,1.74,0.19,-26.97,2.37,1.9,5.65,-9.6,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/1e6cb4f6-47f8-42d1-a169-41c761afbb21.mp4,1453384@1782023313,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:29:01 AM,1782023341,ChangeUp,106.93,1363.65,95.61,1:54,26.6,43.8,-2.13,2.11,1.58,0.39,-17.03,1.8924084,-0.36,15.67,1.61,1.02,-29.51,0.86,-2.87,5.32,-7.82,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/f9b740d5-bda4-489d-a9ce-5edbddc3bc72.mp4,1453384@1782023341,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:29:18 AM,1782023358,ChangeUp,103,1304.78,99.33,1:32,35.9,29,-3.47,0.15,1.57,0.44,6.62,1.6924591,-0.37,15.67,1.57,1.66,-28.41,-0.19,-1.88,4.01,-7.05,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/217b76b6-760f-486a-a4d7-fb08df0d7486.mp4,1453384@1782023358,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:29:42 AM,1782023382,ChangeUp,97.62,1093.82,98.83,1:54,23.9,42.1,-4.05,4.48,1.59,0.37,8.78,0,-0.36,15.67,1.61,1.89,-26.92,2.05,-2.66,6.23,-9.77,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/902ed2ad-113b-4583-8464-5754a0a7a7b1.mp4,1453384@1782023382,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:30:00 AM,1782023400,TwoSeamFastball,114.85,1754.57,99.39,1:30,37.1,39.8,-1.69,-0.55,1.61,0.36,-6.33,0,-0.4,15.67,1.61,1.09,-32.06,-0.08,-3.99,4.58,-5.79,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/8f2b9e59-30e5-40e3-8f78-2b01c6c7904a.mp4,1453384@1782023400,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:30:15 AM,1782023415,TwoSeamFastball,115.18,1743.9,98.41,1:28,40,47.3,-4.39,1.2,1.58,0.43,-10.23,1.6676483,-0.35,15.67,1.6,2.32,-31.69,0.41,-3.73,6.02,-7.63,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/1fd4cc85-c7ff-4016-b2af-9f99a44e13d4.mp4,1453384@1782023415,RCE20ZDCO26R,-,-,untitled,-
matsumoto haruomi,Sun Jun 21 2026 6:30:32 AM,1782023432,TwoSeamFastball,110.23,1486.48,99.94,1:50,29.5,49.3,-3.69,2.31,1.62,0.47,-1.93,1.9063683,-0.42,15.67,1.65,1.87,-30.4,1,-3.56,4.79,-8.06,RCE20ZDCO26R,,-,GP,https://cloud.rapsodo.com/v2/shotVideo/28c7f927-b7fa-4c3a-9822-9e6f06eca07b.mp4,1453384@1782023432,RCE20ZDCO26R,-,-,untitled,-
